date,review,rating,isEdited,userName,title,developerResponse
2022-05-06 23:04:53,"I wanted to leave a review to show support and hopefully encourage others to give it a try. I’ve played through a lot of dating simulators and Winked is by far the best. It’s well written and even though the answers are pre-written, you still feel like an actual participant when communicating/engaging with your matches. The available matches are diverse and have great back stories. It isn’t just about hooking up, boring conversation, and unnecessary drama for the sake of keeping things “interesting”. It is obvious the developers care about this app and us as the player because the conversations and dates are stimulating, fun, and inclusive. If you do decide to spend your diamonds (or don’t because you can get extended scenes, rewards, etc. without paying), the content/conversation is worth it. On that same note, even if you don’t pay to load up on extra diamonds or choose not to spend diamonds on outfits, content, pictures, etc.), your relationships still progress. I’m big into RPG’s and Simulators and as far as a mobile simulator, Winked is pretty much unmatched. Also, the developers are very friendly, quick to respond, and always helpful. Seeing the app progress is exciting and I can’t wait to see it unfold. Thanks Nanobit!",5,False,Scoobs8806,Best Dating Simulator!!! Love it.,
2024-01-19 05:46:16,"The app is kinda glitchy. Not super, and there is no ads so I can’t complain there. But I think after a week of using it, I can give a fair review. 1.) if you don’t know, some of the characters have the same stories as each other. Such as Kaitlyn and Aniyah. However, when matching with Aniyah and heading on a date with her, I find that Kaitlyn’s character is there with her name rather than Aniyah’s character and name. Which, it’s not a big deal and doesn’t make a big difference story wise (obviously because it’s the same story) it just throws you completely out of the moment. If it were just that glitch I experienced, I wouldn’t be make a review. However… 2.) the only reason this rating is as low as it is. I made an in-app purchase. I know, I have no shame (and I don’t care 😝) I have actually made several purchases. And the only one that hasn’t worked was my most recent. I made a purchase of $10 (roughly) and the money charged my account. HOWEVER, I don’t have my heart gem whatever thing-a-ma-bobs. And like, it’s only 10 bucks. But I expect an app that is charging me to allow me to view content, to actually give me the items I buy. That is the only reason why I can’t give this app a full 5 stars. If someone else experiences this, or multiple people do, it’s frustrating. And I sincerely hope that the developers care enough to fix this issue. And I would like to be either refunded or given my gems. Otherwise, I love the app ❤️",3,False,Fletcher Lynch,I want to LOVE it but…,"{'id': 41626912, 'body': 'Hi there, please accept our apologies for any inconvenience this issue may have caused. We would be happy to assist you with this matter. Would you be so kind as to send a detailed description of your issue, along with your Nanobit ID and a screenshot to our Customer Support team at support@nanobit.com? Thanks in advance!\n', 'modified': '2024-01-30T10:37:24Z'}"
2023-04-19 18:27:00,"**update** after writing this review they gifted me the amount of diamonds I had lost during the glitch. Reviewed stars updated from 1 to 3. This would be a 5 if the game didn’t unmatch if I spend some time not playing - causing me to lose all progress and diamonds spent for those matches. Is truly the only off putting aspect of the game where no other apps like this have this feature. 

Original review: I purchased 3600 diamonds and used during the Cupid rewards game thing they have going on. Claim button, to “cash out” and stop playing wouldn’t work so I kept spending gems when I got the card that can cause you to lose. No big deal. I get to the point where I’ve paid in nearly all these diamonds and click claim, a few times again, to cash out and nothing continued to happen until the game closes/crashes. Customer support says to me, after reopen the crashed game and find neither my diamonds nor the rewards are there, that there is nothing wrong on their end but here’s 150 diamonds as a convenience. All I wanted was the rewards, I’m fine with spending the money, took a screen shot to send and everything when the claim button through 40 something rounds wasn’t working. Loved this app until then, disappointed doesn’t even begin to describe it for a legit issue that let me keep playing and spending, but wouldn’t let me claim out properly.",3,True,Amb3rO,Loved this until…,"{'id': 35635258, 'body': 'Hi there, please accept our apologies for any inconvenience this issue may have caused. We would be happy to assist you with this matter. Would you be so kind as to send a detailed description of your issue, along with your Nanobit ID and a screenshot to our Customer Support team at support@nanobit.com? Thanks in advance!\n', 'modified': '2023-03-28T13:01:46Z'}"
2022-08-20 18:11:06,I was really enjoying my jun story but then when he finally says I love you to me they say he’s gone offline and get notifications when he comes back I want that character Jun to come back already we reached soulmates and I wanted to see more of his story I even wanted to see our wedding but I hope he comes back with another season or somthing where it won’t resets my progress I hope it will just continue I know I even have his profile 100% completed but I wanted more of jun tsukuyomi.. it was weird that’s it’s a game but felt real and now I have this attachment with him even though it’s a game character but irl if  a guy like him exsisted and liked me and fell in love with a girl like me I would be over the moon I wish a guy like him would fall for a girl like me irl lol please bring him back soon I don’t want him to be forever gone.,5,False,Asunayukki24,I want my story to resume,"{'id': 31595664, 'body': 'Thank you very much for your review concerning our game. We are always collecting user feedback and emails that we can apply with updates.\xa0😊\n', 'modified': '2022-08-22T11:45:56Z'}"
2023-08-22 03:14:38,"I was very excited when the “Perfect Match” mini game was first introduced. I thought it was a great way for players to get gems without having to purchase them. Being able to get ten gems for every round you won, and therefore up to 100 gems a day if you won every round, was a game changer, it made me actually want to play the game again considering I could actually afford to. Now it’s only five gems a round and only fifty seconds to complete the matching game, versus the previous sixty. Now the game is too difficult for what it’s worth. If they had dropped the time but kept the prizes the same I would’ve been fine with it, but the dropped how much you can win as well. This just tells me they got scared of people using the game for diamond mining and decided to put their selfishness on full display by dropping the reward. I’ve thought that the developers for this game were selfish for a while, but that “Perfect Match” was a step in the right direction, but I was wrong. There is nothing about this app that makes spending actual money on it worth it, and how the developers act makes it even less likely that I’ll give them my real money again, and I regret spending any money I already have. Play the game if you want, the matches are enjoyable sometimes, but don’t give them your real money, it’s not worth it.",1,False,MurderedDarlings,Selfish,"{'id': 38639308, 'body': 'Hi there, we’re sorry to hear that the game is not to your liking. Please, if you need assistance, or have any suggestions to help us improve, let us know at support@nanobit.com.\n', 'modified': '2023-08-31T10:41:04Z'}"
2024-07-09 17:30:36,"Edit I reached out to developers through the app and was told that I was wrong the couldn’t  detect a glitch funny how they just pushed out an update to fix some bugs…. Basically they gonna take your money and do nothing to help when the app malfunction because if it recreates and cause you to lose gems that’s somehow your fault!

So I’ve been playing for over a week. Um the storyline are pretty versatile. I don’t love that you literally can have a “perfect” date without using gems in on way or another. Also I was playing the event and used my gems on that and it glitched and then I had to do they date over so I didn’t get all the rewards I would have gotten. Also I was just playing the “game of love “ and it glitched and took extra gem when I went used them to keep going so all in all I’m out like 800 gems which I earned!!! So annoying, definitely would pay for gems know that a glitch can get them wasted so easily but I do really like the story lines. I Wish they would make outfit choice free or watch ad and just take the date bonus away though because my character has gone to some fancy event in jeans because I’m not going to spend gems on that. Please someone read this and help me get my gems back!!!!",2,False,Chaosmommy,I like it but it’s kinda glitchy,
2023-09-14 01:22:32,"UPDATE: I dropped the rating down to three stars from four stars. I’m not sure if you hit a plateau with matches, but the past couple of ones that I have “liked” have not shown up in the chat. Also, you have to basically ghost a match for them to “unmatch” from you. I feel like there should be a simpler way to remove someone front your chat. Original review: This is a fun app; however, one of my major complaints would be sometimes the matches that you like don’t show up in the chat. This has happened to me three times so far. I’ve had the app for about a week or so. Also, I wish there was a feature to unmatch with a character if you’re not feeling the storyline. Lastly, as others mentioned with purchasing items likes clothes…they can really add up. There should be a feature within the dates to use clothing items you have already purchased. I’ve seen the same premium options in a couple of different dates, and it makes you purchase it again for a new date even if you purchased it for a different date. Other than those items, it’s enjoyable enough to pass the time.",3,False,afs3355,"Great, but…","{'id': 39403947, 'body': ""Hi there, thank you for your review. You can unmatch a character by yourself, you don't have to wait for them to unmatch you. You can do this by simply tapping their image from your chat screen. If you need further assistance, please, don’t hesitate to contact us at support@nanobit.com. Have a great day!\n"", 'modified': '2023-10-09T10:49:18Z'}"
2025-03-06 22:02:46,"The rewards do not come close to matching the cost. In another similar app that I regularly spend money on story choices go from 7-14 coins outfits are permanent buys at 25- video recordings at 25- and picture reveals at 33. Now it doesn't matter what the amounts are the rewards on this similar app is if you're a VIP member every five hours you get 10 coins every hour you can play three advertisements for five coins each for a total of 15 coins and every day that you login you receive six coins on the first day of the week and 50 coins on the last day of the week. Now your daily task run anywhere from two coins five coins and 10 coins, and every chapter you finish, you get between 6 to 30 coins based on how far in the story you are and how much you've already spent. but that's not when you really collect coins. I don't mind paying the VIP on this one or even at times buying extra coins because the rewards that they give for free match that of the choices more often than not. With you charging 200 more for each choice but only giving rewards of 10 you're not matching what's being spent for someone playing VIP just saying.",2,False,Jaedee2d,Way too expensive,
2023-08-31 22:05:49,"Update: I realized another issue. When playing the mini matching game there seems to be a lag in the tiles flipping over causing time to continue to run. I have the most updated version of the app as well as a new updated device. Is there a fix for this? 

I’m going to start by saying, I wish I had read the reviews before I downloaded or even purchased my first diamonds. With that said, the game is fun. It’s intriguing, the storylines pull you in. It’s entertaining at best. However, there is one main thing that needs work. That is the cost of the gems/diamonds and how many gems it costs per challenge/date/clothes/hair/response etc. It is honestly outrageous. Like someone said you’re literally paying $1 per 100 gems. It’d be different if this were a one off but majority of the reviews say the same thing. It’s expensive to keep up. It seems as though the developers don’t care because they don’t address the issues other than saying please email us your feedback. I would love to continue to play this game but the cost is keeping me from it.",3,True,sensacionlatina,Like but needs work,"{'id': 38639352, 'body': 'Hi there, thank you for your review. We are sorry for the inconvenience. Please feel free to contact our Player Support Team at support@nanobit.com who will make sure to provide you with more info on how to earn more gems. Looking forward to your e-mail!\n', 'modified': '2023-08-31T10:44:09Z'}"
2022-01-07 20:14:05,"Winked is an enjoyable game and I’ve had so much fun with the concept of the game…. but there are a few issues. One, at times it will not let you unmatch with someone….even if you hadn’t swiped on them. Two, I wish the game was a bit more customizable with date options and responses. Sadly you aren’t typing out your own responses, it’s already typed out for you. Three, I’m not sure if maybe the creators have not finished with some of the characters story line but after awhile , you can’t continue to message them. Even if you are willing to use diamonds to talk to them , it stops popping up. Four, it seems as if after awhile you don’t match with anyone ever again. You can swipe until the cows come home but will not have anyone else match with you. Five, I’m happy about this app starting off with some diversity . It could be worked on a little bit better when it comes to different variations of skin tones for POC. Overall, it’s not an absolute horrible app but it needs improvement . I hope to redownload this app in the future with some of the expectations fulfilled.",3,False,Jazzynizzlef,Conflicted,"{'id': 27699545, 'body': 'Hi there, we’re sorry to hear that the game is not to your liking. You can in fact unmatch people. Please, if you need assistance, or have any suggestions to help us improve, let us know at support@nanobitsoftware.com. Thank you and have a great day!\n', 'modified': '2022-01-27T12:45:12Z'}"
